impound_no,Animal_ID,Data_Source,Record_Type,Link,Current_Location,Animal_Name,animal_type,Age,Animal_Gender,Animal_Breed,Animal_Color,Date,Date_Type,Obfuscated_Address,City,State,Zip,jurisdiction,obfuscated_latitude,obfuscated_longitude,Image,image_alt_text,Memo,Temperament
K18-112118,A551287,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A551287,"Kirkland Petco 12040 NE 85TH ST KIRKLAND, WA 98033",Stevia,Cat,7 YEARS 9 MONTHS,Spayed Female,Domestic Shorthair,Calico,09/13/2018 12:00:00 AM,Received on,12040 NE 85TH ST,KIRKLAND,WA,98033,KIRKLAND,47.680519,-122.179195,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A551287,Image Copyright HLP Inc. 2018,"Received on: 2018-09-13<p/> Description: Calico<p/>  Spayed Female Domestic Shorthair Cat<p/> Age: 7 YEARS 9 MONTHS<p/> Current Location: Kirkland Petco 12040 NE 85TH ST KIRKLAND, WA 98033<p/>Hi! My name is Stevia and I am available for adoption.<p/><p/>I was brought in by my previous owner on February 4, 2018. My owners would describe me as shy and timid. <p/><p/>I'm very shy at first, but if you take the time to get to know my, I can be quite the sweet lady. I absolutely love cat trees and claiming them as my fortress! Please take me home and spoil me with all the treats a kitty could enjoy! <p/><p/>I like getting attention on my own terms. I can get overstimulated with petting, so please move carefully with me and keep an eye out for signs that I might need a break.<p/><p/>Because of my shy nature, I would do best in a calm, quiet adult only home .<p/><p/>My personality color is RED. I am a spirited cat with a fun-loving personality! I may be sensitive to handling, so I would do best in a home with a cat savvy family who knows when to give me some space.<p/> Adoption Fee: $30.00<p/>",RED
K18-113465,A573870,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1927408,LOST,Curly,Dog,,Male,Miniature Poodle,Unknown,10/18/2018 12:00:00 AM,Date Lost,124TH AVE NE & NE 12TH STRTEET,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1927408,Image Copyright HLP Inc. 2018,,
K18-113526,A574093,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1928226,LOST,Amy,Dog,,Female,Shih Tzu,Unknown,11/02/2018 12:00:00 AM,Date Lost,12700 2ND AVE SW,BURIEN,WA,98146,BURIEN,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1928226,Image Copyright HLP Inc. 2018,,
K18-113527,A574097,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1928253,LOST,Ato Fendisha,Cat,,Male,European Shorthair,Unknown,10/29/2018 12:00:00 AM,Date Lost,1200 NW 14TH ST,NORTH BEND,WA,98045,NORTH BEND,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1928253,Image Copyright HLP Inc. 2018,,
K18-113530,A574099,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1928298,LOST,Hilo,Dog,,Female,Labrador Retriever,Unknown,11/04/2018 12:00:00 AM,Date Lost,6400 CALIFORNIA AVE SW,SEATTLE,WA,98136,SEATTLE,47.545043,-122.387507,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1928298,Image Copyright HLP Inc. 2018,,
K18-113529,A574098,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1928294,LOST,Hilo,Dog,,Female,Labrador Retriever,Unknown,11/04/2018 12:00:00 AM,Date Lost,6400 CALIFORNIA AVE SW,SEATTLE,WA,98136,SEATTLE,47.545043,-122.387507,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1928294,Image Copyright HLP Inc. 2018,,
K18-113546,A574157,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1928422,LOST,Bunsies,Rabbit,,Male,Rabbit,Unknown,10/19/2018 12:00:00 AM,Date Lost,5200 159TH AVE NE,REDMOND,WA,98052,REDMOND,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1928422,Image Copyright HLP Inc. 2018,,
K18-113544,A574155,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1928419,LOST,Ginny,Cat,,Female,Domestic Shorthair,Unknown,11/05/2018 12:00:00 AM,Date Lost,25100 74TH AVE S,KENT,WA,98032,KENT,47.375943,-122.243394,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1928419,Image Copyright HLP Inc. 2018,,
K18-113545,A574156,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1928420,LOST,Puffball,Rabbit,,Male,Rabbit,Unknown,10/19/2018 12:00:00 AM,Date Lost,5200 159TH AVE NE,REDMOND,WA,98052,REDMOND,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1928420,Image Copyright HLP Inc. 2018,,
K18-113585,A574278,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1928891,LOST,Lakshmi,Cat,,Female,Maine Coon,Unknown,11/05/2018 12:00:00 AM,Date Lost,16600 SE 14TH ST,BELLEVUE,WA,98008,BELLEVUE,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1928891,Image Copyright HLP Inc. 2018,,
K18-113593,A574320,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1929004,LOST,Lakshmi,Cat,,Female,Maine Coon,Unknown,11/05/2018 12:00:00 AM,Date Lost,16600 SE 14TH ST,BELLEVUE,WA,98008,BELLEVUE,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1929004,Image Copyright HLP Inc. 2018,,
K18-113598,A574327,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1929025,LOST,Left Eye,Cat,,Female,Domestic Mediumhair,Unknown,11/05/2018 12:00:00 AM,Date Lost,5304 SAN FRANCISCO AVE APT#21,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1929025,Image Copyright HLP Inc. 2018,,
K18-113613,A574358,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1929117,LOST,Lapis,Dog,,Female,Border Collie,Unknown,11/07/2018 12:00:00 AM,Date Lost,LAKE SAMMAMISH PKWY TRAIL NEAR 43 ST.,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1929117,Image Copyright HLP Inc. 2018,,
K18-113605,A574337,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1929049,LOST,Lakshmi,Cat,,Female,Maine Coon,Unknown,11/05/2018 12:00:00 AM,Date Lost,16600 SE 14TH ST,BELLEVUE,WA,98008,BELLEVUE,47.597757,-122.118632,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1929049,Image Copyright HLP Inc. 2018,,
K18-113612,A574357,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1929116,LOST,Shadow,Cat,,Male,Russian Blue,Unknown,11/06/2018 12:00:00 AM,Date Lost,MT PARK BLVD & NEWPORT WAY NW,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1929116,Image Copyright HLP Inc. 2018,,
K18-113619,A574359,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1929169,In Public Home,,Dog,,Male,Pomeranian,Brown / Black,11/07/2018 12:00:00 AM,Date Found,14757 27TH AVENUE NORTHEAST,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1929169,Image Copyright HLP Inc. 2018,,
K18-113620,A574360,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1929244,LOST,Sugar,Dog,,Female,Chihuahua - Smooth Coated,Unknown,11/07/2018 12:00:00 AM,Date Lost,10800 SE 240TH PL,KENT,WA,98030,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1929244,Image Copyright HLP Inc. 2018,,
K18-113627,A574403,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1929303,In Public Home,,Dog,,Female,Welsh Terrier,Brown / Unknown,11/05/2018 12:00:00 AM,Date Found,END OF SE 114TH ST CLOSE TO THE RIVER,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1929303,Image Copyright HLP Inc. 2018,,
K18-113626,A574402,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1929296,In Public Home,,Cat,,,American Shorthair,Unknown,11/07/2018 12:00:00 AM,Date Found,SE 294TH WAY AND 204TH SE,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1929296,Image Copyright HLP Inc. 2018,,
K18-113507,A573913,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A573913,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Hyde,Cat,6 MONTHS,Neutered Male,Domestic Shorthair,Black,11/04/2018 12:00:00 AM,Received on,10200 MYERS WAY S,SEATTLE,WA,98168,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A573913,Image Copyright HLP Inc. 2018,"Received on: 2018-11-04<p/> Found Near: 10200 MYERS WAY S, SEATTLE WA 98168<p/> Description: Black Neutered Male Domestic Shorthair Cat<p/> Age: 6 MONTHS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",GREEN
K18-113422,A573777,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A573777,"Covington Petco 27111 167TH PL SE COVINGTON, WA 98042",Artemis,Cat,1 YEAR,Spayed Female,Domestic Shorthair,Gray Tabby,11/01/2018 12:00:00 AM,Received on,3100 EDITH AVE,ENUMCLAW,WA,98022,ENUMCLAW,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A573777,Image Copyright HLP Inc. 2018,"Received on: 2018-11-01<p/> Found Near: 3100 EDITH AVE, ENUMCLAW WA 98022<p/> Description: Gray Tabby Spayed Female Domestic Shorthair Cat<p/> Age: 1 YEAR<p/> Current Location: Covington Petco 27111 167TH PL SE COVINGTON, WA 98042<p/>",
K18-113494,A573904,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A573904,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Angelique,Cat,1 YEAR,Female,Domestic Shorthair,Tortie,11/04/2018 12:00:00 AM,Received on,9900 3RD LN SW,SEATTLE,WA,98106,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A573904,Image Copyright HLP Inc. 2018,"Received on: 2018-11-04<p/> Found Near: 9900 3RD LN SW, SEATTLE WA 98106<p/> Description: Tortie Female Domestic Shorthair Cat<p/> Age: 1 YEAR<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K18-113629,A574414,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1929315,In Public Home,,Dog,,Female,Labrador Retriever,Black,11/07/2018 12:00:00 AM,Date Found,4400 332ND AVE SE,FALL CITY,WA,98024,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1929315,Image Copyright HLP Inc. 2018,,
K18-112566,A570126,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A570126,Meowtropolitan,Millie,Cat,8 YEARS 1 MONTH,Spayed Female,Domestic Shorthair,Dilute Tor,09/30/2018 12:00:00 AM,Received on,300 RAINIER BLVD N,ISSAQUAH,WA,98027,ISSAQUAH,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A570126,Image Copyright HLP Inc. 2018,"Received on: 2018-09-30<p/> Found Near: 300 RAINIER BLVD N, ISSAQUAH WA 98027<p/> Description: Dilute Tor Spayed Female Domestic Shorthair Cat<p/> Age: 8 YEARS 1 MONTH<p/> Current Location: Meowtropolitan<p/>",BLUE
K18-111765,A567180,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A567180,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Diego,Cat,12 YEARS 2 MONTHS,Neutered Male,Domestic Shorthair,Black,08/31/2018 12:00:00 AM,Received on,,,,,,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A567180,Image Copyright HLP Inc. 2018,"Received on: 2018-08-31<p/> Description: Black<p/>  Neutered Male Domestic Shorthair Cat<p/> Age: 12 YEARS 2 MONTHS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is Diego and I am available for adoption.<p/><p/>I was brought in by a good samaritan on 0831/18.<p/><p/>I am an older gentleman who is looking for a place to settle down!<p/><p/>I am an affectionate lovebug who would be thrilled to cuddle up with you at home!<p/><p/><p/>Because of my age, I would do best in a calm, quiet home.<p/><p/>My personality color is GREEN. I am an adaptable cat who loves to go with the flow! I am outgoing and carefree, and I just can't wait to find my forever home!<p/><p/><p/> Adoption Fee: $30.00<p/>",GREEN
K18-111765,A567180,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A567180,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Diego,Cat,12 YEARS 2 MONTHS,Neutered Male,Domestic Shorthair,Black,08/31/2018 12:00:00 AM,Received on,8300 167TH AVE NE,REDMOND,WA,98052,REDMOND,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A567180,Image Copyright HLP Inc. 2018,"Received on: 2018-08-31<p/> Found Near: 8300 167TH AVE NE, REDMOND WA 98052<p/> Description: Black Neutered Male Domestic Shorthair Cat<p/> Age: 12 YEARS 2 MONTHS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",GREEN
K18-113637,A574428,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1929409,In Public Home,,Dog,,Male,Chihuahua - Smooth Coated,White / Black,10/16/2018 12:00:00 AM,Date Found,,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1929409,Image Copyright HLP Inc. 2018,,
K18-113647,A574455,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1929540,LOST,Emma,Cat,,Female,American Shorthair,Unknown,11/06/2018 12:00:00 AM,Date Lost,12TH ST SE BETWEEN A ST AND B ST,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1929540,Image Copyright HLP Inc. 2018,,
K18-113660,A574518,Regional Animal Services of King County,FOUND,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,,,Dead Cat,NO AGE,Male,Domestic Shorthair,Black,11/09/2018 12:00:00 AM,Received on,12000 RENTON AVE S,SEATTLE,WA,98178,KING COUNTY,,,,Image Copyright HLP Inc. 2018,"Received on: 2018-11-09<p/> Found Near: 12000 RENTON AVE S, SEATTLE WA 98178<p/> Description: Black Male Domestic Shorthair Cat<p/> Age: NO AGE<p/>",
K18-113649,A574495,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1929673,LOST,Leo,Cat,,Male,American Shorthair,Unknown,11/07/2018 12:00:00 AM,Date Lost,13300 56TH AVE S,TUKWILA,WA,98178,TUKWILA,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1929673,Image Copyright HLP Inc. 2018,,
K18-113648,A574456,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1929547,LOST,Misty,Cat,,Female,American Shorthair,Unknown,11/09/2018 12:00:00 AM,Date Lost,16500 116TH AVE SE,RENTON,WA,98058,RENTON,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1929547,Image Copyright HLP Inc. 2018,,
K18-113661,A574521,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1929768,In Public Home,,Dog,,Male,Border Terrier,Black,11/08/2018 12:00:00 AM,Date Found,SEATTLE - 6TH & LENORA,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1929768,Image Copyright HLP Inc. 2018,,
K18-113678,A574546,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1930021,LOST,Street,Dog,,Female,Chihuahua - Smooth Coated,Unknown,11/09/2018 12:00:00 AM,Date Lost,SQWAK MOUNTAIN,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1930021,Image Copyright HLP Inc. 2018,,
K18-113667,A574538,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1929927,LOST,Hansel,Dog,,Male,Korean Jindo,Unknown,11/09/2018 12:00:00 AM,Date Lost,124TH AVENUE SOUTHEAST,NEAR NEWPOR,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1929927,Image Copyright HLP Inc. 2018,,
K18-113568,A574248,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A574248,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Alicia,Cat,6 MONTHS,Spayed Female,Domestic Shorthair,Gray Tabby / Tortie,11/06/2018 12:00:00 AM,Received on,3800 S 243RD ST,KENT,WA,98032,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A574248,Image Copyright HLP Inc. 2018,"Received on: 2018-11-06<p/> Found Near: 3800 S 243RD ST, KENT WA 98032<p/> Description: Gray Tabby / Tortie Spayed Female Domestic Shorthair Cat<p/> Age: 6 MONTHS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K18-113567,A574245,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A574245,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Eddie,Cat,6 MONTHS,Neutered Male,Domestic Shorthair,Brn Tabby,11/06/2018 12:00:00 AM,Received on,3800 S 243RD ST,KENT,WA,98032,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A574245,Image Copyright HLP Inc. 2018,"Received on: 2018-11-06<p/> Found Near: 3800 S 243RD ST, KENT WA 98032<p/> Description: Brn Tabby Neutered Male Domestic Shorthair Cat<p/> Age: 6 MONTHS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K18-113695,A574560,Regional Animal Services of King County,FOUND,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,,,Dead Dog,NO AGE,Male,German Shepherd,Tan / Black,11/11/2018 12:00:00 AM,Received on,1000 CENTRAL AVE S,KENT,WA,98032,KENT,,,,Image Copyright HLP Inc. 2018,"Received on: 2018-11-11<p/> Found Near: 1000 CENTRAL AVE S, KENT WA 98032<p/> Description: Tan / Black Male German Shepherd Dog<p/> Age: NO AGE<p/>",
K18-113677,A574545,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1930015,LOST,Etta (veda),Cat,,Female,Domestic Mediumhair,Unknown,11/09/2018 12:00:00 AM,Date Lost,5400 236TH PL SE,ISSAQUAH,WA,98029,ISSAQUAH,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1930015,Image Copyright HLP Inc. 2018,,
K18-113700,A574562,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1930409,In Public Home,,Dog,,Male,Chihuahua - Long Haired,Brown,11/11/2018 12:00:00 AM,Date Found,,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1930409,Image Copyright HLP Inc. 2018,,
K18-113708,A574570,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1930540,In Public Home,,Cat,,Male,Domestic Mediumhair,Black / Black,11/06/2018 12:00:00 AM,Date Found,6500 43RD AVE S,SEATTLE,WA,98118,SEATTLE,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1930540,Image Copyright HLP Inc. 2018,,
K18-113709,A574571,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1930586,LOST,Kimo,Cat,,Male,Ragdoll,Unknown,11/08/2018 12:00:00 AM,Date Lost,84TH AVENUE S & S 112TH ST,SEATTLE,WA,98178,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1930586,Image Copyright HLP Inc. 2018,,
K18-113575,A570815,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A570815,"Kirkland Petco 12040 NE 85TH ST KIRKLAND, WA 98033",Mishka,Cat,7 YEARS 1 MONTH,Spayed Female,Domestic Shorthair,Tortie,11/06/2018 12:00:00 AM,Received on,12040 NE 85TH ST,KIRKLAND,WA,98033,KIRKLAND,47.680519,-122.179195,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A570815,Image Copyright HLP Inc. 2018,"Received on: 2018-11-06<p/> Description: Tortie<p/>  Spayed Female Domestic Shorthair Cat<p/> Age: 7 YEARS 1 MONTH<p/> Current Location: Kirkland Petco 12040 NE 85TH ST KIRKLAND, WA 98033<p/>Hi! My name is Mishka and I am available for adoption.<p/><p/>I was returned by my previous owner on 11/7/18 because I did not get along with their kitten.  <p/><p/>I am looking for a home that will let me do my thing. I like to lounge around, sleep in, lay in the window and snuggle with my people. I like getting attention on my own terms. I can get overstimulated with petting, so please move carefully with me and keep an eye out for signs that I might need a break. <p/><p/>My personality color is RED. I am a spirited cat with a fun-loving personality!  I would prefer to be the only cat in the house.<p/> Adoption Fee: $30.00<p/>",BLUE
K18-113710,A574572,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1930588,LOST,Leo,Cat,,Male,Bengal,Unknown,11/07/2018 12:00:00 AM,Date Lost,7TH AVE S.,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1930588,Image Copyright HLP Inc. 2018,,
K18-113711,A574573,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1930589,LOST,Jitterbug,Cat,,Male,Bengal,Unknown,11/05/2018 12:00:00 AM,Date Lost,S 19TH ST AND S L,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1930589,Image Copyright HLP Inc. 2018,,
K18-113712,A574574,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1930780,In Public Home,,Cat,,,Domestic Shorthair,Unknown,11/11/2018 12:00:00 AM,Date Found,300 3RD AVE S,KENT,WA,98032,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1930780,Image Copyright HLP Inc. 2018,,
K18-113713,A574575,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1930804,LOST,Badd Catt,Cat,,Female,Siamese,Unknown,11/06/2018 12:00:00 AM,Date Lost,SE 170TH ST AND SE 264TH ST COVINGTON,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1930804,Image Copyright HLP Inc. 2018,,
K18-113714,A574576,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1930841,LOST,Sadie,Dog,,Female,Yorkshire Terrier,Unknown,11/09/2018 12:00:00 AM,Date Lost,28726 SOUNDVIEW DRIVE S.,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1930841,Image Copyright HLP Inc. 2018,,
